"F2004B010","","The White Dynasty Qr°ıwill be straight ahead."
"F2004A009","","Go out here and turn left°ıat the first corner=@"
"F2004B011","","Ask a lady at a stand in the White Dynasty°ıQr for directions to the South Carmain Qr."
"F2004A061","","All right.°ıBye=@"
"F2004A071","","I guess I'll go to Man Mo Temple."
"F2004A072","","About Master Mo at Man Mo Temple=@"
"F2004B074","","Who cares about Master Mo?"
"F2004B075","","You can deal with Master Mo tomorrow."
"F2004A075","","No, it's okay.°ıForget about it."
"F2004B079","","What an attitude."
"F2004B080","","Ryo.°ıWhat are you doing out here?"
"F2004A078","","What are you doing?"
"F2004A079","","You always look like°ıyou've got nothing to do."
"F2004B082","","You make it sound like I'm a bum!"
"F2004A080","","I just said you look like°ıyou've got nothing to do."
"F2004A081","","You're right.°ıSorry about that."
"F2004A082","","Huh?°ıDid you say something?"
"F2004A084","","Hey Joy."
"F2004B087","","What?°ıYou still have something to complain about?"
"F2004A085","","No=@°ıThanks=@ for everything."
"F2004B088","","Huh=@"
"F2004B089","","Well, yeah.°ıIt doesn't matter!"
"F2004A086","","Yeah."
"F2004B090","","I was only thinking=@"
"F2004A087","","Really? You don't look too happy.°ıDid something happen?"
"F2004B092","","Are you worried about me?"
"F2004A088","","Huh=@"
"F2004A089","","I guess there's no need for that."
"F2004B093","","=@You are so unfriendly as usual."
"F2004A090","","Sorry about that."
"F2004A092","","No, it's nothing."
"F2004B096","","Oh=@"
"F2004A093","","No, later."
"F2004B097","","Oh=@"
"F2004A094","","Do you know a place where I can gamble?"
"F2004A095","","It's not that.°ıI need to make some money quickly."
"F2004A096","","The Lucky Charm Qr=@"
"F2004B101","","Yep. Go out, turn right,°ıthen turn right again at the first corner."
"F2004B102","","The Lucky Charm Qr°ıwill be straight ahead."
"F2004B103","","Don't get carried away."
"F2004A099","","Just answer my question.°ıWhere is a pawnshop?"
"F2004B105","","You are so helpless=@"
"F2004A100","","The White Dynasty Qr=@"
"F2004B107","","Go left from here and turn left°ıat the first corner."
"F2004B108","","The White Dynasty Qr°ıwill be straight ahead."
"F2004B109","","Hey=@"
"F2004B110","","I can loan you some money,°ıif you're in trouble=@"
"F2004A102","","Leave me alone."
"F2004A104","","That place?"
"F2004B112","","Carrying crates at the harbor,°ıidiot!"
"F2004A105","","Oh=@ right."
"F2004B113","","You can go there whenever you like.°ıThey'll let you work a shift anytime."
"F2004B114","","The boss there told me."
"F2004A106","","Oh=@ that would help."
"F2004B115","","Nah, you don't have to thank me."
"F2004A107","","But I didn't say anything yet."
"F2004A108","","No, nothing."
"F2009B001","","Follow me.°ıIt's this way."
"F2009A002","","Don't try to escape again."
"F2009B003","","I know."
"F2009A004","","Stealing from people."
"F2009B005","","Oh, that=@"
"F2009A006","","That doesn't justify°ıwhat you're doing=@"
"F2009B007","","You wouldn't understand.°ıYou're not from here."
"F2009B008","","Let's just hurry."
"F2009B009","","Someone might find your bag°ıand run off with it."
"F2009A010","","That is a different story."
"F2009B014","","You're too kind."
"F2009B015","","Come on, let's go."
"F2009B016","","You don't want your bag°ıstolen again, do you?"
"F2009A011","","Are there many people°ılike you in this area?"
"F2009B017","","Yeah."
"F2009A013","","You can tell?"
"F2009B019","","Of course. I've got enough experience°ıand my hunches are always right."
"F2009B020","","But I didn't know you were that strong."
"F2009A016","","You wouldn't understand,°ıeven if I explained it to you."
"F2009B023","","Hmph."
"F2009A019","","W√©ll see about that."
"F2009B027","","It's true!"
"F2009A021","","On the sea?"
"F2009B029","","I live on a boat.°ıI'm one of the boat people."
"F2009A022","","What are boat people?"
"F2009B030","","People who live on boats."
"F2009B031","","We don't own a proper house."
"F2009B032","","Come on, let's go."
"F2009A028","","Do you know of someone?"
"F2009B038","","Nope."
"F2009B039","","Martial artists tend to hide°ıwho they really are."
"F2009A029","","Why would a martial artist°ıhide their identity?"
"F2009B040","","To prevent others from°ıstealing their moves."
"F2009B041","","Of course, there are artists°ıteaching at huge dojos."
"F2009B042","","But there are many who train°ıthemselves while hiding from others."
"F2009A030","","Really=@"
"F2009A037","","No thanks."
"F2009B053","","Geez, you don't trust me at all."
"F2009A001","","Hey."
"F2009A031","","Aren't we there yet?°ıThe place where my bag is hidden?"
"F2009B054","","Almost."
"F2009A038","","You can't fool me again."
"F2009B055","","I won't."
"F2009B056","","I know."
"F2009A039","","Damn.°ıI lost sight of him."
"F2009A040","","Wong."
"F2009B002","","What?"
"F2009B059","","What's wrong?"
"F2009B060","","Do you want something from me?"
"F2009B061","","If you're in trouble, I'll help you."
"F2009B062","","I can be of some help."
"F2009B063","","Ask me anything about Aberdeen."
"F2009A041","","I'll ask you when I need your help."
"F2009A042","","Thanks, but not now."
"F2009A048","","No, not now."
"F2013A003","","Um=@"
"F2013B004","","How about sparring with me?"
"F2013A004","","Sorry,°ıI have to run."
"F2013B005","","Oh,°ıthat's too bad."
"F2013A006","","Have you heard of°ıthe Yan Tin Apartments?"
"F2013B007","","The Yan Tin Apartments?°ıOh, the place where Guixiang lives."
"F2013A001","","Jianmin."
"F2013B009","","Leave the park and take a right°ıwhere the street branches off."
"F2013B010","","Take a right where°ıthe road branches off."
"F2013B011","","Leave the park and go straight until°ıthe street branches off, then take a right."
"F2013A008","","All right.°ıI'll go that way."
"F2013A007","","I understand.°ıThank you very much."
"F2013B008","","To get to the Yan Tin Apartments, leave here°ıand take a right where the road branches."
"F2013A010","","Where is the Wise Men's Qr?"
"F2013B013","","Leave this park and take a left°ıwhere the street branches off."
"F2013A011","","I understand.°ıThanks."
"F2013A012","","Are there any shops nearby that have°ı‚ÄúMan Mo‚Äù in the name?"
"F2013B014","","You should look in the Wise Men's Qr."
"F2013B015","","There are many of them°ıin the Wise Men's Qr."
"F2013B016","","Why don't you check out°ıthe Wise Men's Qr?"
"F2013A013","","All right."
"F2013A014","","Which way is it to the Wise Men's Qr?"
"F2013B018","","Leave the park and go left."
"F2013B019","","Leave the park and take a left.°ıWhy don't you ask the people there?"
"F2013B020","","Head toward the left."
"F2013B017","","You can get to the Wise Men's Qr if you°ıtake a left where the street branches off."
"F2013A015","","I'm looking for shops that have°ı‚ÄúMan Mo‚Äù in the name."
"F2013A016","","Which way is it to Man Mo Temple?"
"F2013B022","","Go left where the road branches and°ıask the people in the Wise Men's Qr."
"F2013A017","","How do I get to Scarlet Hills?"
"F2013B023","","You head left where the road branches,°ıbut it'll be a long walk."
"F2013B024","","Go left where the road branches and°ıask the people you see there."
"F2013B025","","Go left where the street branches off."
"F2013A018","","I want to go to Man Mo Temple."
"F2013A019","","Which way is it to Scarlet Hills?"
"F2013A020","","I'd like to ask you=@"
"F2013B027","","W√©ll talk later.°ıLet's spar first."
"F2013B028","","Let's see how much kung fu°ıyou've learned."
"F2013A021","","No, not yet."
"F2013B030","","If you can't do that,°ıI can't tell you about Wude."
"F2013B031","","Be patient and keep practicing."
"F2013B032","","I know you can do it.°ıKeep trying."
"F2013B033","","Don't give up.°ıKeep striking the tree."
"F2013A022","","Yes."
"F2013B034","","What's the matter,°ıyoung man?"
"F2013A023","","Excuse me=@"
"F2013A025","","Guang Martial Arts School?"
"F2013A030","","I want to go to°ıGuang Martial Arts School."
"F2013A031","","Which way is it to the Green Market Qr?"
"F2013B042","","Take a left at the end of the street°ıand you'll find it soon."
"F2013A032","","I'm looking for some street performers."
"F2013A033","","Which way is it to the Golden Qr?"
"F2013B043","","Go through the Green Market Qr."
"F2013B044","","Leave the park,°ıthen take a left at the end of the street."
"F2013A034","","I want to go to Three Blades St."
"F2013A035","","Which way is it to the Lucky Charm Qr?"
"F2013B045","","you'll find it easily°ıif you go through the Wise Men's Qr."
"F2013B046","","Take a left where°ıthe street branches off."
"F2013A036","","I want to go to a shop owned by°ıa man named Zhangyu."
"F2013A037","","Can you think of anyone else who°ımight know about the Wude?"
"F2013A038","","Guixiang?"
"F2013A039","","Guixiang at the Yan Tin Apartments.°ıThank you."
"F2013B052","","You're taking these matters too lightly.°ıYou should go right away."
"F2013A040","","Can you think of anyone else who°ımight know about the Wude?"
"F2013B053","","Go visit Guixiang°ıat the Yan Tin Apartments."
"F2013B054","","Guixiang might be able to help you."
"F2013B055","","Go over to the Yan Tin Apartments."
"F2013A041","","I want to go to Bloom Tailor."
"F2013A042","","Which way was it to the Lucky Charm Qr?"
"F2013B056","","The Lucky Charm Qr is next to°ıthe Wise Men's Qr."
"F2013A043","","Which way is it to the Lucky Charm Qr?"
"F2013B058","","Head straight out of here, and take a left°ıwhere the street branches off."
"F2013B059","","Head straight out of the park,°ıand take a left where the street branches."
"F2013B060","","Head out of here, and take a left°ıwhere the street branches off."
"F2013A044","","Which way is it to°ıthe Sunny Capital Pharmacy?"
"F2013A045","","How do I get to°ıthe Sunny Capital Pharmacy?"
"F2013B061","","Sunny Capital Pharmacy? Leave the park,°ıand take a left where the road branches."
"F2013A049","","Who is Master Mo at Man Mo Temple?"
"F2013B066","","He sits at the back of Man Mo Temple."
"F2013B067","","I've heard that he is very helpful."
"F2013B068","","Why don't you go to°ıMan Mo Temple to offer your prayers?"
"F2013A050","","Do you know who Xiuying Hong is?"
"F2013B069","","I know her very well.°ıA very good girl, she is."
"F2013A052","","I couldn't even touch her."
"F2013B071","","I'm sure you were surprised."
"F2013B072","","Age does not matter.°ıThe achievements make the Master."
"F2013B073","","Age and gender have nothing to do°ıwith mastering the martial arts."
"F2013A053","","I want to go to the Da Yuan Apartments."
"F2013A054","","Which way was it to the Wise Men's Qr?"
"F2013A055","","Yes."
"F2013B075","","My boy,°ıyou are still very young."
"F2013B077","","Continue your kung fu patiently."
"F2013B078","","Do not neglect your training."
"F2013B076","","Tireless effort will provide the°ıquickest way to master the martial arts."
"F2013B079","","You can use me as an example°ıwhen you train."
"F2013A058","","Do you know where°ıI can find a pawnshop?"
"F2013B083","","Leave the park and go left where the°ıstreet branches to get to Carmain Pawnshop."
"F2013A029","","All right.°ıThank you very much."
"F2013A056","","Excuse me.°ıNever mind."
"F2016A003","","But, what can I do?"
"F2016B003","","Why don't you ask some of°ıthe martial artists living in town?"
"F2016A004","","Martial artists=@"
"F2016B004","","Come to me when you know°ıwhat the Wude are."
"F2016B005","","First,°ılook for a martial artist."
"F2016B006","","You must first learn the Four Wude."
"F2016B007","","We will talk later."
"F2016A005","","No, not yet=@"
"F2016B009","","There are many martial artists°ıin Wan Chai."
"F2016B010","","It would be helpful°ıif you visited them."
"F2016B011","","There should be much to learn from them."
"F2016B012","","Do not give up."
"F2016A006","","All right.°ıI'll go find them."
"F2016A007","","All right."
"F2016B014","","Be patient and keep looking."
"F2016A001","","Um=@"
"F2016A008","","Excuse me=@"
"F2016A009","","I'd like to ask you about the Wude."
"F2016A017","","I don't know them yet=@"
"F2016B018","","You should visit°ıthe other martial artists."
"F2016B019","","You should look for°ıother martial artists."
"F2016B020","","Come back here when you know°ıall of the Four Wude."
"F2016A018","","Yes."
"F2016B001","","What is it?"
"F2016A021","","What kind of a person is Xiuying Hong?"
"F2016B023","","What did you think°ıwhen you sparred with her?"
"F2016A022","","I thought she was very strong."
"F2016B024","","That is only one part of her."
"F2016B025","","The words of one with°ıvirtue carry much depth."
"F2016B026","","Listen to what Master Tao says°ıand think about her words carefully."
"F2016A023","","Yes."
"F2016A024","","Which way is it to°ıthe Da Yuan Apartments?"
"F2016B027","","Go down the stairs of Scarlet Hills°ıand go straight."
"F2016B028","","Take a right at Wise Men's Kung Fu°ıat the end of the street."
"F2016A025","","Take a right at Wise Men's Kung Fu=@°ıI got it."
"F2016A028","","You're right."
"F2016B032","","There are many martial artists°ıin this town. Get acquainted with them."
"F2016A029","","Hanhui=@"
"F2016B033","","Master Tao is worried about you."
"F2016B034","","Continue your training without neglect."
"F2016B035","","Always keep in mind the Four Wude."
"F2016B036","","Do not be reckless, though."
"F2016A030","","Sorry.°ıI'll come again."
"F2016A032","","Yeah."
"F2016B038","","I am not in a position to tell you.°ıI serve the temple."
"F2016B039","","Go ask someone else."
"F2016A033","","All right.°ıThank you."
"F2016A036","","Do you know where I can get°ıa part-time job nearby?"
"F2016B042","","I am sorry.°ıI don't know."
"F2016A037","","All right.°ıThanks."
"F2022B002","","you'll hit a gate.°ıIt's just past that."
"F2022B003","","There's a gate over there.°ıYou have to pass that."
"F2022B004","","There's the gate over there."
"F2022A003","","Thank you."
"F2022A004","","Excuse me."
"F2022A005","","How can I get to Wan Chai?"
"F2022B001","","You should go to Worker's Pier first."
"F2022B005","","Go through the gate."
"F2022B006","","It's just past the gate."
"F2022B009","","He practices martial arts°ıat the pier over there every day."
"F2022B010","","I saw him praciticing martial arts°ıat the pier over there."
"F2022B011","","He may know something."
"F2022A012","","I want to go to°ıthe Guang Martial Arts School."
"F2022A002","","Which way is Wan Chai?"
"F2022A013","","I'm looking for a street performer."
"F2022A014","","I'd like to go to Lotus Park."
"F2022A015","","I want to go to Three Blades St."
"F2022A016","","I'd like to go to Zhangy√πs shop."
"F2022A017","","I want to go to Bloom Tailor."
"F2022A018","","Do you know Master Mo of Man Mo Temple?"
"F2022B013","","Master Mo? Your best bet is asking°ıabout him at Man Mo Temple."
"F2022A019","","All right."
"F2022A022","","Please tell me."
"F2022B017","","Nope,°ıI'm not gonna say a word."
"F2022A023","","I see.°ıThank you."
"F2022A024","","I want to go to the Da Yuan Apartments."
"F2022A026","","It won't take a minute."
"F2022B020","","Not now!°ıTalk to me about it later."
"F2022A027","","I understand."
"F2022B021","","Nope!°ıThe boss'll be coming soon."
"F2022B022","","No,°ı'cause the boss will be coming soon."
"F2022A028","","Um, no.°ıI'm sorry."
"F2022A029","","Excuse me.°ıI'll come again."
"F2022A030","","Um, no.°ıExcuse me."
"F2022B029","","Aw,°ıtoo bad, kid."
"F2022A034","","What do you mean?"
"F2022B030","","I'd like to have you work for me,°ıbut it's getting late."
"F2022B031","","Come back again tomorrow. I'll be glad to°ıhelp you out if you come before 10 at night."
"F2022B032","","What?°ıYou're late!"
"F2022B033","","Come back tomorrow,°ısometime before 10 at night."
"F2022B034","","You should have come earlier!°ıWe were just looking for more people, too=@"
"F2022B035","","You're just in time! I was just looking for°ısomebody to hire part-time."
"F2022B036","","Okay, kid, you're on."
"F2022A035","","No, not now."
"F2022B037","","Yeah?°ıWell=@ if you need money, ask me."
"F2022B038","","Well, thanks for coming, kid,°ıbut could you come back tomorrow?"
"F2022B039","","It's past 11 o'clock.°ıIt's too late for customers to be coming."
"F2022B040","","Well, you sure do seem eager!°ıBut come back tomorrow, will you?"
"F2022B041","","It's 11 o'clock at night.°ıTime to close already."
"F2022B042","","Sorry,°ıbut it's already past 11 o'clock."
"F2022B043","","No point in having you work now."
"F2022B044","","If you come back°ıtomorrow night before 10=@"
"F2022B045","","I'll have you work.°ıSorry about today, though."
"F2023A001","","Which way is the Yan Tin Apartments?"
"F2023B001","","Look!°ıOver there."
"F2023A002","","All right."
"F2023A003","","Which way is the Yan Tin Apartments?"
"F2023B002","","Look!°ıIt's right there!"
"F2023B003","","Right there!°ıSee?"
"F2023A006","","How do I get to the Green Market Qr?"
"F2023A007","","I'm looking for a shop that has Man Mo°ıas a part of its name."
"F2023A009","","Which way is it to the Wise Men's Qr?"
"F2023B010","","Walk along the street where the Yan Tin°ıApartments are, go left at the end."
"F2023B011","","Look out for a sign.°ıYou should see it by then."
"F2023A010","","How do I get to the Wise Men's Qr?"
"F2023B012","","Ask my friend there,°ıwho works as a Lucky Hit owner."
"F2023B013","","There are a lot of shops named ‚ÄúMan Mo‚Äù°ıin the Wise Men's Qr."
"F2023A013","","How do I get to Scarlet Hills?"
"F2023B015","","First, go to the Wise Men's Qr."
"F2023A012","","I want to go to Man Mo Temple."
"F2023A016","","No=@"
"F2023B017","","There's an old man who always°ıpractices Tai Chi there."
"F2023A017","","I see."
"F2023A020","","Guang Martial Arts School?°ıI've been there already."
"F2023B021","","Then there's nowhere else."
"F2023A021","","I want to go to°ıthe Guang Martial Arts School."
"F2023A022","","Which way was the Green Market Qr, again?"
"F2023B008","","Go that way,°ıwhere the green sign is."
"F2023B006","","you'll see a tree with bright red leaves°ıat the end of the street."
"F2023B009","","Keep going,°ıand you'll hit the Green Market Qr."
"F2023A008","","I understand.°ıThank you."
"F2023A025","","How do I get to the White Dynasty Qr?"
"F2023B024","","The man who taught me everything°ıI know is over there."
"F2023B025","","Get directions to the White Dynasty Qr°ıfrom the master."
"F2023A026","","Where is Lotus Park?"
"F2023B026","","Follow this street until it ends."
"F2023B027","","Make a left there,°ıand then you'll find Lotus Park."
"F2023A027","","I want to go to Three Blades St."
"F2023A028","","Which way is it to the Lucky Charm Qr?"
"F2023B028","","Going through the Wise Men's Qr is°ıbetter to get there from here."
"F2023A029","","I want to go to Zhangy√πs shop."
"F2023A030","","I want to go to Bloom Tailor."
"F2023A031","","Which way is Lucky Charm Qr?"
"F2023A032","","The Lucky Charm Qr=@?"
"F2023B029","","It's faster to go through the Wise Men Qr."
"F2023A033","","Where is the Sunny Capital Pharmacy?"
"F2023A019","","Yes."
"F2023B031","","It's behind that building."
"F2023A034","","Where is the Sunny Capital Pharmacy?"
"F2023B030","","You see that building on the other side of°ıthe vacant lot there?"
"F2023B032","","It's on the other side of that building."
"F2023B033","","It's behind the building, man."
"F2023A035","","Do you know Master Mo of Man Mo Temple?"
"F2023B034","","Master Mo?"
"F2023B035","","Asking at Man Mo Temple is your best bet!"
"F2023A036","","Do you know Master Mo of Man Mo Temple?"
"F2023B036","","He's really quite a guy.°ıWait 'til you see his beard! It's amazing."
"F2023B037","","Master Mo?°ıHe's a great person!"
"F2023B038","","Ah, yes! He is the most important man°ıin Man Mo Temple."
"F2023A039","","Would you tell me?"
"F2023B040","","No way.°ıI just don't want to talk about it."
"F2023A040","","I see.°ıThank you."
"F2023A041","","I want to go to the Da Yuan Apartments."
"F2023A043","","Which way is the pawnshop?"
"F2023B042","","Over there."
"F2023A004","","Thank you."
"F2023A044","","Do you know a place where°ıI can have a part-time job nearby?"
"F2023B043","","Well, try talking to that old man there."
"F2023A037","","Excuse me."
"F2023B018","","What is it?"
"F2023A046","","It'll only take a second."
"F2023B046","","No!°ıNot now!"
"F2023B047","","Some other time,°ıokay?"
"F2023B048","","Nope!°ıToday's the day the boss comes around."
"F2023B049","","Nope! Today's the day the boss comes°ıchecking on me."
"F2023A047","","I'd better not."
"F2026A001","","Excuse me."
"F2026B001","","What would you like?"
"F2026A003","","I hear it's in the South Carmain Qr."
"F2026B003","","The South Carmain Qr is°ıin Wan Chai, isn't it?"
"F2026A004","","Yes,°ıthat's right."
"F2026B004","","Why don't you ask around in Wan Chai?"
"F2026A005","","All right.°ıI will."
"F2026A006","","Excuse me,°ıthe Yan Tin Apartments=@?"
"F2026B005","","Go ask around in Wan Chai."
"F2026B006","","I think yo√πd better go to°ıWan Chai and look for it."
"F2026B007","","It won't do you any good to°ıask around here."
"F2026A007","","Yeah,°ıokay=@"
"F2026A008","","I see.°ıThanks."
"F2026A014","","Queen's St=@"
"F2026B014","","Wan Chai is beyond that."
"F2026A015","","I see.°ıThank you."
"F2026A016","","How do I get to Wan Chai?"
"F2026A017","","Which way is it to Wan Chai?"
"F2026B015","","Wan Chai is way past Worker's Pier."
"F2026B016","","Once you get to Worker's Pier,°ıgo past Pigeon Park."
"F2026B017","","Worker's Pier is past fortune's Pier."
"F2026B018","","Worker's Pier is through that gate."
"F2026A018","","I see."
"F2026A019","","I see.°ıThank you."
"F2026B020","","Huh?°ıWhat is it?"
"F2026A022","","Um=@"
"F2026A023","","Well=@"
"F2026A026","","Worker's Pier, huh?"
"F2026B025","","Yeah. Go out of our shop,°ıturn left, and you'll come to a gate."
"F2026B026","","Worker's Pier is through there."
"F2026B027","","Go there,°ıthen ask somebody."
"F2026A027","","I see.°ıI'll go have a look."
"F2026A029","","Which way is it to Wan Chai again?"
"F2026B024","","Well,°ıyou have to go to Worker's Pier first."
"F2026A039","","Have you ever heard the name?"
"F2026B034","","No idea=@"
"F2026A040","","That's all right, then."
"F2026B035","","Oh, okay."
"F2026A042","","No,°ıI'm not here for that."
"F2026B037","","Or are you here to gamble downstairs?"
"F2026A043","","N-no=@"
"F2026B038","","What do you want?"
"F2026B039","","I wouldn't gamble downstairs.°ıI've never seen anyone win."
"F2026B040","","Why don't you have some food°ıwhile you're here?"
"F2026B041","","We cook Vietnamese-style food.°ıyou'll like it."
"F2026B042","","You're too young to be gambling.°ıEarn an honest living, young man."
"F2026B044","","Huh?"
"F2026B045","","Sorry,°ıI've got some stuff to do right now."
"F2026A045","","Is that so?°ıWell, then=@"
"F2026B046","","You can catch me later."
"F2026B047","","Come by my store later."
"F2026B048","","I'm in a hurry right now."
"F2026B051","","Then what do you want?°ıI won't let you in on my secret."
"F2026A046","","Right=@"
"F2026B052","","You're still young.°ıDon't get hooked."
"F2026B053","","It'll ruin you."
"F2026B054","","Time to go home, boy."
"F2026A047","","Yeah."
"F2026A050","","I really need some money."
"F2026A062","","I'd better not."
"F2027A001","","Which way is the Yan Tin Apartments?"
"F2027B001","","Go right over there and°ıturn right again at the next corner."
"F2027B002","","Then go straight to get to°ıthe Yan Tin Apartments."
"F2027A002","","Yes=@°ıThank you."
"F2027A003","","How do I get to the Yan Tin Apartments?"
"F2027B003","","Go right and ask again°ıin that neighborhood."
"F2027A004","","I understand.°ıThank you."
"F2027A006","","The Wise Men's Qr?"
"F2027A007","","I make a left and find a green sign=@"
"F2027A008","","Yes=@°ıThank you."
"F2027A009","","Is there a shop called°ıMan Mo around here?"
"F2027B007","","Why don't you go to the Wise Men's Qr°ıto look for it?"
"F2027B008","","Ask in the Wise Men's Qr."
"F2027B009","","You won't find it around here.°ıGo to the Wise Men's Qr."
"F2027A010","","I want to go to the Wise Men's Qr."
"F2027B005","","Go left past here and°ıyou'll see a big green sign."
"F2027B006","","Turn right and°ıyou're in the Wise Men's Qr."
"F2027A011","","Which way is the Wise Men's Qr=@?"
"F2027A012","","I'm looking for a shop that has Man Mo°ıas a part of its name."
"F2027A013","","Which way is it to the Wise Men's Qr?"
"F2027A016","","How do I get there?"
"F2027B012","","First go through the Wise Men's Qr."
"F2027A017","","How do I get to Man Mo Temple?"
"F2027A018","","I want to go to Man Mo Temple."
"F2027A019","","How do I get to Scarlet Hills?"
"F2027A020","","Do you know of any martial artists nearby?"
"F2027B013","","You should go to Lotus Park."
"F2027B014","","There's an old man°ıpracticing Tai Chi there."
"F2027B015","","Turn right at the end of the street. Go left°ıat the fork in the road to get Lotus Park."
"F2027A021","","Do you know of any martial artists°ıaround here?"
"F2027A022","","Um=@"
"F2027A023","","Excuse me."
"F2027A028","","Yes, I went there."
"F2027B021","","In that case,°ıI have no idea."
"F2027A027","","I understand.°ıThank you."
"F2027A029","","I want to go to°ıthe Guang Martial Arts School."
"F2027A030","","Where's the Green Market Qr=@?"
"F2027B022","","If you go left,°ıyou'll find an alley."
"F2027B023","","Take the alley to get to Green Market Qr.°ıAsk again when you reach that neighborhood."
"F2027A031","","I'm looking for a street performer."
"F2027A032","","How do I get to the Golden Qr?"
"F2027B024","","It'll be a shorter walk°ıif you go through the White Dynasty Qr."
"F2027B025","","Go left here and follow the street."
"F2027B026","","Ask again in that neighborhood°ıif you get lost."
"F2027A033","","I want to go to Lotus Park."
"F2027A034","","I want to go to Three Blades St."
"F2027A035","","How do I get to the Lucky Charm Qr=@?"
"F2027A036","","I'm looking for Zhangy√πs shop."
"F2027A037","","I want to go to Bloom Tailor."
"F2027A038","","Where is the Sunny Capital Pharmacy?"
"F2027B027","","It's right there.°ıCan you see the yellow sign there?"
"F2027A039","","How do I get to Sunny Capital Pharmacy?"
"F2027A042","","How can I meet Master Mo?"
"F2027B030","","you'll find him°ıdeep inside Man Mo Temple."
"F2027B031","","I suggest you pray hard, too."
"F2027A043","","Can I ask you about Master Mo?"
"F2027B032","","I look up to him.°ıHe is a great man."
"F2027B033","","I often go there to pray."
"F2027A046","","=@Yeah."
"F2027A047","","I'm sorry.°ıI'd better get going."
"F2027A048","","I want to go to the Da Yuan Apartments."
"F2027A049","","N-no=@"
"F2027B039","","Darn, just looking, huh?"
"F2027B040","","Talk to me when you really want to play."
"F2027B041","","I don't have time to waste.°ıI'm a busy man."
"F2027B042","","Get out of here°ıif you don't want to play."
"F2027A050","","I see."
"F2027A053","","Do you know of any pawnshops nearby?"
"F2027B044","","There's a pawnshop called Shine Pawnshop."
"F2027A054","","Do you know a place where°ıI can get a part-time job nearby?"
"F2027A051","","Excuse me.°ıI'll come back later."
"F2032A001","","Delin."
"F2032B001","","Hi, what's up?"
"F2032A002","","I want to go to the South Carmain Qr."
"F2032A003","","Which way is it to Wan Chai?"
"F2032B002","","It's across King's Road."
"F2032B003","","It's far from here.°ıWhy don't you ask when you reach the park?"
"F2032A004","","Thank you very much."
"F2032A005","","Um=@"
"F2032A006","","How do I get to Wan Chai?"
"F2032B004","","Head out and go to King's Road."
"F2032B005","","Go past the park and cross King's Road."
"F2032A007","","All right.°ıI'll go there."
"F2032A008","","Do you know any shops nearby°ıthat have the name ‚ÄúMan Mo?‚Äù"
"F2032B006","","Man Mo?°ıNo, there's none nearby."
"F2032B007","","Why don't you ask someone in Wan Chai?"
"F2032A009","","Is there a shop that has°ı‚ÄúMan Mo‚Äù in its name?"
"F2032B008","","Look for it in Wan Chai."
"F2032B009","","There might be some in Wan Chai."
"F2032A010","","Wan Chai=@°ıAll right."
"F2032A011","","I want to go to the Wise Men's Qr."
"F2032A012","","I want to go to Man Mo Temple."
"F2032B010","","Man Mo Temple is in Wan Chai."
"F2032B011","","Go past the park and cross King's Road."
"F2032A013","","How do I get to Man Mo Temple?"
"F2032B012","","The quickest way is to ask in Wan Chai."
"F2032A014","","Do you know any martial artists°ıwho live nearby?"
"F2032B013","","Martial artists?°ıNo, no one around here."
"F2032A015","","Is there a martial artist°ıwho lives nearby?"
"F2032B014","","Maybe they might be in Wan Chai."
"F2032A016","","Excuse me."
"F2032A017","","I want to go to°ıGuang Martial Arts School."
"F2032A018","","I want to find a street performer."
"F2032A019","","I want to go to Lotus Park."
"F2032A020","","I want to go to Three Blades St."
"F2032A021","","I want to go to a shop run°ıby a man named Zhangyu."
"F2032A022","","I want to go to Bloom Tailor."
"F2032A023","","I want to go to the Sunny Capital Pharmacy."
"F2032A024","","Do you know Master Mo at Man Mo Temple?"
"F2032B015","","Master Mo of Man Mo Temple?°ıI'm not a religious man."
"F2032A025","","I want to ask about Master Mo."
"F2032B016","","Ask in Wan Chai."
"F2032B017","","It'd be better if you ask in Wan Chai."
"F2032A026","","Do you know a person called Xiuying Hong?"
"F2032B018","","Xiuying Hong?°ıNever heard of her."
"F2032A027","","All right.°ıI'll go ask someone else."
"F2032A028","","I want to go to the Da Yuan Apartments."
"F2032A029","","Well, yes."
"F2032B020","","Help me again when you have time."
"F2032A030","","Yes."
"F2032B021","","Hey, you look like you're doing well."
"F2032B022","","You can help me again°ıwhen you have time."
"F2032B023","","I'll probably ask you to help again."
"F2032A031","","Yeah=@"
"F2032A033","","Do you know a place where I can gamble?"
"F2032A034","","Are there any pawnshops nearby?"
"F2032B025","","Not that I know of."
"F2032A035","","Do you know where I can get°ıa part-time job nearby?"
"F2032B027","","I'm done for the day.°ıCome back tomorrow."
"F2032A036","","All right."
"F2032B028","","Come again tomorrow."
"F2032B029","","Oh, come on.°ıYou can work here."
"F2032B030","","Good. I needed someone to work°ıfor me in the evenings."
"F2032B031","","I needed some people to work for me."
"F2032A032","","Sorry.°ıI'll come again."
"F2035A002","","Is this a good time?"
"F2035A003","","I'd like to ask you something."
"F2035B002","","Do you want your fortune told?"
"F2035A004","","No, it's not that=@"
"F2035B003","","Did you check all the likely places?"
"F2035B004","","Did you ask around?"
"F2035B005","","The sayings of fortunetellers act°ıas guideposts for our lives."
"F2035B006","","Fortunetellers are able to see the peaks°ıand valleys of our fates."
